"AUTO.ID" "NCTRlogRBA" "AI" "nvx" "nedges" "nrings" "ncircuits" "nclass" "nelem" "ntpaths" "molweight" "nX0" "nX1" "nX2" "nXp3" "nXp4" "nXp5" "nXp6" "nXp7" "nXp8" "nXp9" "nXp10" "X0" "X1" "X2" "Xp3" "Xp4" "Xp5" "Xp6" "Xp7" "Xp8" "Xp9" "Xp10" "Xv0" "Xv1" "Xv2" "Xvp3" "Xvp4" "Xvp5" "Xvp6" "Xvp7" "Xvp8" "Xvp9" "Xvp10" "nXc3" "nXc4" "nXpc4" "nXch5" "nXch6" "Xc3" "Xc4" "Xpc4" "Xch5" "Xch6" "Xvc3" "Xvc4" "Xvpc4" "Xvch5" "Xvch6" "dX0" "dX1" "dX2" "dXp3" "dXp4" "dXp5" "dXp6" "dXp7" "dXp8" "dXp9" "dXp10" "dXv0" "dXv1" "dXv2" "dXvp3" "dXvp4" "dXvp5" "dXvp6" "dXvp7" "dXvp8" "dXvp9" "dXvp10" "k0" "k1" "K2" "k3" "ka1" "ka2" "ka3" "phia" "knotp" "knotpv" "graphcomplexity" "sumdelI" "sumI" "tets1" "tets2" "tets3" "htets1" "htets2" "htets3" "diam" "muldiam" "rad" "mulrad" "ishape" "W" "Wp" "Pf" "WT" "Tg" "Tg3" "Tm" "Tm3" "IDC" "IDCbar" "IDW" "IDWbar" "totop" "Si" "informationcontent" "redundancy" "Qs" "Qsv" "Qv" "nHBd" "nwHBd" "nHBa" "nwHBa" "SHBd" "SwHBd" "SHBa" "SwHBa" "Hmax" "Gmax" "Hmin" "Gmin" "Hmaxpos" "nHBint2" "nHBint3" "nHBint4" "nHBint6" "nHBint8" "SHBint2" "SHBint3" "SHBint4" "SHBint6" "SHBint8" "nd1" "nd2" "nd3" "nd4" "etyp12" "etyp13" "etyp14" "etyp22" "etyp23" "etyp24" "etyp33" "etyp34" "etyp44" "n2Pag11" "n2Pag12" "n2Pag13" "n2Pag22" "n2Pag23" "n2Pag33" "n2Pag34" "n2Pag44" "n3Pad11" "n3Pad12" "n3Pad13" "n3Pad22" "n3Pad23" "n3Pad33" "n3Pad34" "n3Pad44" "n4Pae11" "n4Pae12" "n4Pae13" "n4Pae22" "n4Pae23" "n4Pae24" "n4Pae33" "n4Pae34" "n4Pae44" "nH" "nC" "nN" "nO" "nS" "nCl" "nHsOH" "nHsNH2" "nHssNH" "nHdsCH" "nHaaCH" "nHCHnX" "nHCsats" "nHCsatu" "nsCH3" "nssCH2" "ndsCH" "naaCH" "nsssCH" "ndssC" "naasC" "naaaC" "nssssC" "nsNH2" "nssNH" "naaN" "nsssN" "nsOH" "ndO" "nssO" "naaO" "nsCl" "SHsOH" "SHsNH2" "SHssNH" "SHdsCH" "SHaaCH" "SHCHnX" "SHCsats" "SHCsatu" "SHother" "SsCH3" "SssCH2" "SdsCH" "SaaCH" "SsssCH" "SdssC" "SaasC" "SaaaC" "SssssC" "SsNH2" "SssNH" "SaaN" "SsssN" "SsOH" "SdO" "SssO" "SaaO" "SsCl" "nketone" "namide" "nester" "ncarboxylicacid" "Sketone" "Samide" "Sester" "Scarboxylicacid" "Hcarboxylicacid"
77 -10000 0 18 19 2 2 15 5 421 286.114 18 19 29 38 50 55 55 49 50 38 26 13.499635 8.370028 8.232547 6.688978 5.677588 3.714524 2.570599 1.285209 .921015 .435069 .191748 10.956252 5.800184 4.820226 3.041116 2.11012 1.151236 .687051 .300581 .16872 .070183 .02639 10 1 34 1 1 2.060083 .144338 4.365488 .068041 .068041 1.01449 .058926 1.507852 .022822 .024056 .185926 -.544186 2.282799 2.731871 3.056267 1.98597 1.436716 .545932 .442461 .127931 -.003335 -4.313115 -4.401557 -1.972531 -1.464422 -.865295 -.803867 -.590174 -.528137 -.364652 -.269759 -.187675 20.788725 14.409972 5.174792 2.65928 13.236812 4.47807 2.232065 3.293076 -1.965081 -1.432254 23.388889 18.324959 50.305557 83.568092 20.148176 6.266918 74.670036 17.126244 5.120399 8 4 4 1 1 559 38 58 2473 6 2 1 2 429.117981 2.804693 3952.600342 7.070841 1.154929 126.900449 20.788725 .079937 3.680874 .613006 .89939 0 0 6 10 0 0 41.3927 8.803467 1.517355 12.114447 .82744 -1.355281 1.517355 0 0 0 0 0 0 0 0 0 0 6 5 6 1 1 4 1 0 7 2 3 1 0 0 0 0 4 0 6 2 0 2 1 0 0 5 3 3 0 4 1 0 5 1 1 9 2 0 9 12 1 3 0 2 0 0 0 1 3 0 1 0 1 0 1 3 0 2 3 0 1 0 0 0 1 0 2 1 0 2 0 0 0 1.384 4.4369 0 .8274 0 6.9874 1.4647 0 1.2772 4.4246 0 -1.3041 .9201 0 -1.3553 0 0 0 .8883 0 23.8456 4.9903 0 11.6685 0 1 1 0 0 12.4758 15.9443 0 0
78 2.6 1 20 21 2 2 8 3 422 268.355 20 21 28 36 44 53 48 48 44 32 24 14.535168 9.651397 8.184111 6.824777 5.399366 4.362438 2.513791 1.648767 .98509 .425348 .190602 11.927441 6.961267 4.757962 3.502916 2.508716 1.640689 .743892 .425686 .21026 .071084 .023489 6 0 22 0 2 1.182849 0 2.722704 0 .166667 .492515 0 1.160056 0 .055556 -.192755 -.262817 1.527256 2.367669 2.424492 2.383885 1.203131 .78449 .418148 .05571 -.048674 -4.189394 -3.876149 -2.510045 -1.356888 -.730082 -.50976 -.677905 -.509812 -.401837 -.326802 -.233158 17.591761 16.371881 7.852041 4.25 14.507885 6.506791 3.366046 4.719989 -1.126158 -.688636 21.1 9.313092 45 96.273849 22.416752 6.901861 73.38147 17.051481 5.256238 11 2 6 2 0 814 36 56 2638 4 0 2 0 592.296875 3.117352 5991.587891 7.360673 .879588 120.258723 17.591761 .323929 6.123457 .841975 1.209383 2 0 2 14 5.120858 0 18.821362 20.053465 2.560429 9.410681 .541953 .284153 2.560429 0 0 0 0 0 0 0 0 0 0 4 10 6 0 2 2 0 4 10 0 3 0 0 0 0 0 4 4 2 0 0 0 0 0 13 0 5 0 0 0 0 0 12 4 0 4 0 0 20 18 0 2 0 0 2 0 0 0 8 0 2 2 2 2 0 8 0 2 4 0 0 0 0 0 0 2 0 0 0 0 5.1209 0 0 0 10.5671 0 1.0839 1.4586 10.5671 4.2743 1.8508 0 14.664 0 2.5522 2.8372 0 0 0 0 0 0 18.8214 0 0 0 0 0 0 0 0 0 0 0 0 0
85 -2.11 1 17 18 2 2 7 3 332 228.29 17 18 26 32 36 44 44 36 28 24 24 12.466254 7.998038 7.73496 6.136108 4.341527 3.37096 2.405436 1.086624 .520171 .285904 .217456 10.013228 5.589948 4.718749 3.177985 1.922861 1.199277 .683928 .293033 .102884 .046979 .023839 8 1 26 0 2 1.776709 .166667 3.728068 0 .166667 1.065738 .125 1.93595 0 .055556 -.140348 -.416176 2.138765 2.429001 1.896983 1.767406 1.35994 .409847 .085812 .010015 .044471 -3.882608 -3.668985 -1.427443 -.884575 -.749371 -.54855 -.451756 -.439154 -.364742 -.248251 -.159866 13.692912 13.432098 5.325444 3.0625 11.83405 4.319293 2.380059 3.006749 -1.358043 -1.195526 19.529411 9.062962 39.916668 65.080612 15.937044 5.061492 60.910183 14.725668 4.642419 10 2 5 1 1 516 32 52 1950 4 0 2 0 403.062286 2.963693 3543.785156 6.867801 .805465 104.158295 13.692912 .345389 4.821684 .802919 1.16232 2 0 2 12 5.098486 0 18.592602 17.241798 2.549243 9.296301 .630702 -.151389 2.549243 0 0 0 0 0 0 0 0 0 0 4 8 4 1 0 2 2 4 8 0 0 2 0 1 0 0 4 4 1 0 0 0 0 0 8 0 4 0 0 0 0 0 8 4 0 0 0 0 16 15 0 2 0 0 2 0 0 0 8 0 2 0 2 0 0 8 0 0 4 0 1 0 0 0 0 2 0 0 0 0 5.0985 0 0 0 10.3623 0 1.2614 0 10.3623 4.2337 0 0 14.4432 0 0 2.7986 0 -.1514 0 0 0 0 18.5926 0 0 0 0 0 0 0 0 0 0 0 0 0
86 -2.89 1 21 24 4 10 21 3 1813 290.445 21 24 39 58 79 106 127 154 180 199 190 14.828061 9.949161 10.059373 9.402029 7.735221 6.53446 4.875974 3.672263 2.716579 1.966737 1.23077 13.606172 9.147394 9.037374 8.431795 7.017789 5.671541 4.221646 3.140548 2.277959 1.542427 .919446 14 2 58 1 3 2.394454 .235702 6.453701 .083333 .155151 2.095004 .235702 5.595166 .083333 .147256 -.606968 -.465053 3.048965 4.694922 4.58357 4.430906 3.476925 2.745486 2.105443 1.565848 .969397 -3.245386 -2.211817 1.398798 3.308825 3.592102 3.388374 2.705604 2.138124 1.618338 1.110794 .638836 27.7666 14.583333 4.746877 1.926278 14.236799 4.565586 1.837078 3.095206 -2.717796 -2.751757 86.333336 12.128863 41.333332 162.282867 26.393568 6.30027 208.887115 32.28941 7.207322 10 2 5 2 1 802 58 78 16523 4 1 2 0 618.068787 2.943185 6022.313965 7.50912 1.322219 151.042186 27.7666 0 8.260146 1.037981 1.476587 1 0 2 1 2.410516 0 22.324327 .507279 2.410516 11.863736 .50355 -.067673 2.410516 0 0 0 0 0 0 0 0 0 0 4 9 6 2 0 2 2 4 8 2 2 4 0 0 1 0 2 3 4 0 0 1 0 0 9 3 4 0 0 0 0 0 20 3 0 10 0 2 30 19 0 2 0 0 1 0 0 0 0 0 14 2 2 9 0 0 5 1 0 0 2 0 0 0 0 1 1 0 0 0 2.4105 0 0 0 0 0 8.5567 1.3783 0 4.8466 10.1108 0 0 2.9466 .5073 0 0 .5978 0 0 0 0 10.4606 11.8637 0 0 0 1 0 0 0 12.371 0 0 0 0
87 2 1 20 23 4 10 20 3 1667 272.386 20 23 36 53 73 97 115 141 167 186 176 13.905412 9.593172 9.3766 8.690784 7.350635 6.133623 4.646944 3.57909 2.693328 1.993561 1.235347 12.178518 8.092632 7.436274 6.660104 5.541205 4.324744 3.052328 2.234526 1.564315 1.000679 .554452 11 1 46 1 3 1.878331 .117851 5.0919 .083333 .171709 1.415769 .117851 3.710696 .083333 .113835 -.822511 -.321041 2.719746 4.233676 4.375761 4.155069 3.336283 2.714813 2.126386 1.623922 .99607 -3.938317 -2.744784 .168267 1.8003 2.302407 2.174295 1.630532 1.299027 .952218 .602793 .297804 26.020605 13.648394 4.75 1.96084 12.848761 4.315741 1.744147 2.772596 -2.197628 -2.085882 83.349998 11.063732 40.583332 180.405334 29.523069 7.104804 194.883957 30.625689 7.00677 10 2 5 2 1 724 53 72 15139 3 1 1 0 561.997437 2.957881 5325.724609 7.355974 1.30103 153.212001 26.020605 -0 7.306183 .924689 1.299892 2 0 2 6 4.965542 0 20.049673 9.186758 2.54113 10.372487 .525708 -.088273 2.54113 0 0 0 0 0 0 0 0 0 0 3 9 7 1 0 2 1 4 9 1 4 2 0 0 0 0 2 3 5 0 0 1 0 0 9 3 7 0 0 0 0 0 20 3 0 11 0 0 24 18 0 2 0 0 2 0 0 0 3 0 9 2 1 6 0 3 4 0 3 0 1 0 0 0 0 2 0 0 0 0 4.9655 0 0 0 3.8191 0 5.8514 1.4843 3.8191 2.3174 6.8686 0 5.9553 1.9986 0 3.2315 0 .1623 0 0 0 0 20.0497 0 0 0 0 0 0 0 0 0 0 0 0 0
88 .99 1 21 24 4 10 21 3 1858 288.386 21 24 38 56 78 105 123 151 183 207 199 14.775655 10.003856 9.899865 9.1738 7.699683 6.552473 4.864554 3.697198 2.826221 2.119698 1.331861 12.495975 8.184164 7.591013 6.683315 5.556318 4.411792 3.054691 2.210565 1.546553 1.004699 .54715 12 1 50 1 3 2.076576 .117851 5.557451 .068041 .171709 1.504427 .117851 3.775923 .068041 .113835 -.659374 -.410358 2.889457 4.466693 4.548032 4.448919 3.465505 2.770421 2.215085 1.718809 1.070487 -4.857807 -3.509524 -.269472 1.413757 2.034278 2.065656 1.497773 1.181819 .870144 .562486 .259971 27.7666 14.583333 5 2.066327 13.741649 4.54614 1.839596 2.974831 -2.456022 -2.344412 88.476189 15.219902 46.416668 183.591217 29.988348 7.297405 216.212845 33.791569 7.73485 10 3 5 2 1 826 56 76 17097 4 2 1 1 630.991882 3.004723 6194.609863 7.499528 1.322219 168.635514 27.7666 0 6.532933 .811679 1.150547 3 0 3 6 7.538426 0 30.202461 8.844714 2.551047 10.391006 .573708 -.565125 2.551047 0 0 0 0 0 0 0 0 0 0 4 8 8 1 0 3 1 3 9 1 5 2 0 0 0 0 2 1 6 0 0 2 0 0 8 1 9 0 0 1 0 0 16 3 0 14 0 0 24 18 0 3 0 0 3 0 0 0 3 0 9 2 1 5 0 3 5 0 3 0 1 0 0 0 0 3 0 0 0 0 7.5384 0 0 0 3.8675 0 6.7037 1.5421 3.8675 2.1678 4.9239 0 5.8026 .3938 0 3.0421 0 -.1161 0 0 0 0 30.2025 0 0 0 0 0 0 0 0 0 0 0 0 0
89 .86 1 20 23 4 10 20 3 1667 270.371 20 23 36 53 73 97 115 141 167 186 176 13.905412 9.593172 9.3766 8.690783 7.350635 6.133623 4.646944 3.579089 2.693328 1.993561 1.235346 12.062202 7.945187 7.216626 6.419142 5.339787 4.156441 2.903829 2.109729 1.463863 .932397 .507457 11 1 46 1 3 1.878331 .117851 5.0919 .083333 .171709 1.331185 .102062 3.472866 .072169 .113835 -.822511 -.321041 2.719746 4.233675 4.375761 4.155069 3.336283 2.714813 2.126386 1.623922 .99607 -4.054631 -2.89223 -.05138 1.559339 2.100989 2.005991 1.482032 1.174231 .851766 .534511 .25081 26.020605 13.648394 4.75 1.96084 12.580125 4.172848 1.673908 2.624747 -2.197628 -1.996935 83.349998 12.02997 41.916668 168.265823 27.928013 6.863778 195.870056 30.858881 7.073558 10 2 5 2 1 724 53 72 15139 3 1 1 1 561.997437 2.957881 5325.724609 7.355974 1.30103 157.009677 26.020605 -0 6.848768 .866797 1.21851 1 0 2 7 2.545696 0 21.92754 9.574542 2.545696 12.261952 .56911 -.032153 2.545696 0 0 0 0 0 0 0 0 0 0 3 9 7 1 0 2 1 4 9 1 4 2 0 0 0 0 2 1 5 0 0 1 0 0 9 1 7 0 0 0 0 0 20 2 0 11 0 0 22 18 0 2 0 0 1 0 0 0 3 0 7 3 1 6 0 3 3 1 3 0 1 0 0 0 0 1 1 0 0 0 2.5457 0 0 0 3.8421 0 4.688 2.2109 3.8421 2.2178 6.3435 0 5.8977 1.8854 .5115 3.1653 0 -.0322 0 0 0 0 9.6656 12.262 0 0 0 1 0 0 0 12.7735 0 0 0 0
90 2.28 1 22 25 4 10 22 3 2042 296.408 22 25 40 60 81 107 130 162 194 220 220 15.535168 10.483111 10.262741 9.772544 8.03021 6.554191 5.054752 3.951612 2.978313 2.221452 1.435737 13.178518 8.503345 7.798061 7.100476 5.821908 4.507004 3.241038 2.388598 1.663691 1.076523 .612871 14 2 60 1 3 2.337295 .227062 6.615324 .072169 .171709 1.561421 .141591 4.298526 .072169 .113835 -.606968 -.431102 2.89878 4.815437 4.701782 4.325637 3.567315 2.962335 2.322983 1.789313 1.152266 -4.405527 -3.375918 -.209734 1.715378 2.210124 2.091721 1.631203 1.31959 .956802 .611335 .308441 29.5333 15.5232 5.25 2.111111 14.302308 4.599679 1.796306 2.990274 -2.569797 -2.445667 92.818184 14.557954 47 220.100204 35.709202 8.723629 233.126114 35.649353 7.992831 11 2 6 4 0 941 60 80 19145 4 2 1 1 709.469299 3.071296 7180.634277 7.630855 1.342423 177.863811 29.5333 -0 7.339973 .87832 1.248604 2 0 2 8 5.097715 0 20.628044 17.406702 2.551776 10.907209 .597458 -.91878 2.551776 0 0 0 0 0 0 0 0 0 0 4 10 6 2 1 1 2 4 8 3 4 1 1 0 0 0 3 1 4 1 0 2 1 0 11 1 5 2 0 1 0 0 22 2 0 8 3 1 24 20 0 2 0 0 2 0 0 0 3 0 8 2 1 6 0 3 3 0 3 0 2 0 0 0 0 2 0 0 0 0 5.0977 0 0 0 3.8699 0 5.5906 1.5432 3.8699 2.2154 6.0787 0 5.8747 1.7176 0 3.1136 0 -1.0464 0 0 0 0 20.628 0 0 0 0 0 0 0 0 0 0 0 0 0
91 1.57 1 41 44 4 10 38 5 5342 606.773 41 44 65 84 103 136 168 206 244 277 283 29.838299 19.332153 18.89204 15.162928 11.072645 8.986924 7.179049 5.522289 4.141743 3.09291 2.104104 24.698158 16.460995 14.143671 11.393834 8.954415 7.033921 5.238737 3.899112 2.805324 1.936213 1.268205 21 3 74 1 3 4.515809 .544628 10.191786 .083333 .161515 2.088236 .156604 4.790109 .083333 .106189 .261134 -1.08206 4.810564 5.45582 4.38546 4.38337 4.012234 3.345512 2.646723 2.067022 1.400788 -11.992599 -8.850404 -3.306664 -.628973 .67677 1.338963 1.323675 1.209856 .959673 .670696 .40132 64.090729 33.884296 14.4 8.185941 32.845497 13.710248 7.724344 10.983413 -3.095785 -3.026551 130.292679 40.848454 109.138885 412.865967 70.016884 20.18099 431.551361 55.34631 12.189142 21 6 11 2 0 7474 84 130 81342 9 7 1 0 3519.251221 4.29177 69975.328125 9.3625 1.563188 301.541125 64.090729 .030751 8.996817 .612142 .88309 2 0 8 6 5.05749 0 95.489723 8.960726 2.587104 12.952335 .579428 -5.54213 2.587104 0 0 0 0 0 0 0 0 0 0 9 20 9 3 0 3 6 13 12 2 5 2 1 4 4 0 12 3 8 0 0 7 7 0 15 3 9 2 0 0 7 0 27 1 0 15 1 0 47 32 0 3 1 0 2 0 0 0 3 0 19 4 1 17 0 3 5 0 3 0 3 0 0 0 0 2 1 0 0 0 5.0575 0 0 0 3.9831 0 13.7363 3.4731 3.9831 2.3025 11.9587 0 5.917 2.0138 0 3.0437 0 -10.2316 0 0 0 0 20.977 11.9629 0 0 0 0 0 0 0 0 0 0 0 0
92 -10000 0 23 26 4 10 23 3 2212 314.467 23 26 42 62 87 114 139 172 208 231 230 16.405411 10.859846 11.008838 9.806035 8.608115 6.942201 5.219491 4.032968 3.084628 2.226422 1.405491 14.8601 9.604174 9.253953 8.452747 7.227108 5.568028 4.165606 3.123869 2.280087 1.498162 .900268 15 2 62 1 3 2.641514 .235702 6.627155 .083333 .155151 2.09716 .219913 5.525 .083333 .125864 -.443832 -.554367 3.291323 4.598927 5.102911 4.588647 3.643666 2.981191 2.385103 1.763034 1.099923 -3.45446 -2.793596 .878135 2.806439 3.429929 3.021163 2.462382 1.98858 1.526158 .99959 .572145 31.319733 16.467455 5.5 2.289282 15.598586 5.036596 2.056976 3.415816 -3.101618 -2.805711 96.173912 13.965509 46.833332 202.318405 31.616293 7.38585 248.286102 37.264427 8.18011 11 3 6 4 0 1052 62 84 21009 5 0 3 0 783.18219 3.095582 8169.228516 7.765426 1.361727 175.242517 31.319733 0 8.521776 1.000114 1.431036 0 0 2 4 0 0 24.004601 4.188613 1.269483 12.146719 .535462 .245103 1.269483 0 0 0 0 0 0 0 0 0 0 5 9 7 2 0 3 2 4 8 2 3 4 0 1 1 0 2 2 4 0 0 0 0 0 9 3 5 0 0 2 0 0 20 4 0 12 0 2 30 21 0 2 0 0 0 0 0 1 0 0 11 4 3 8 1 0 4 3 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 1.2695 0 0 6.9803 2.805 1.2695 6.6462 8.9599 1.9867 0 2.5325 2.202 0 0 .5015 0 0 0 0 0 24.0046 0 0 0 2 0 0 0 24.7624 0 0 0 0
94 -10000 0 21 24 4 10 21 3 1813 288.429 21 24 39 58 79 106 127 154 180 199 190 14.828062 9.949162 10.059374 9.402028 7.735221 6.53446 4.875975 3.672263 2.716579 1.966736 1.230771 13.399065 8.869573 8.606513 7.911977 6.531781 5.173505 3.80994 2.769993 1.966614 1.285996 .748763 14 2 58 1 3 2.394454 .235702 6.453701 .083333 .155151 1.968534 .219913 5.180984 .083333 .125864 -.606967 -.465052 3.048966 4.694921 4.58357 4.430906 3.476926 2.745486 2.105443 1.565848 .969397 -3.452492 -2.489639 .967937 2.789008 3.106095 2.890339 2.293898 1.767568 1.306993 .854364 .468152 27.7666 14.583333 4.746877 1.926278 13.99371 4.43981 1.775659 2.958544 -2.717797 -2.666799 86.333336 12.539311 42.166668 164.18187 26.679663 6.36375 210.993607 32.873062 7.410223 10 2 5 2 1 802 58 78 16523 4 1 2 0 618.068787 2.943185 6022.313965 7.50912 1.322219 156.600162 27.7666 0 7.936883 .99736 1.4188 1 0 2 3 2.417508 0 22.236557 3.774828 2.417508 11.787348 .516337 -.082288 2.417508 0 0 0 0 0 0 0 0 0 0 4 9 6 2 0 2 2 4 8 2 2 4 0 0 1 0 2 3 4 0 0 1 0 0 9 3 4 0 0 0 0 0 20 3 0 10 0 2 28 19 0 2 0 0 1 0 0 1 0 0 12 2 2 8 1 0 4 2 0 0 2 0 0 0 0 1 1 0 0 0 2.4175 0 0 1.2622 0 0 7.5979 1.3938 1.2622 4.7637 8.8053 1.9832 0 2.1469 1.7917 0 0 .4394 0 0 0 0 10.4492 11.7873 0 0 0 1 0 0 0 12.1326 0 0 0 0
95 1.47 1 21 24 4 10 21 3 1854 288.386 21 24 38 56 76 103 123 150 182 206 201 14.775655 10.003857 9.884349 9.282754 7.527913 6.423733 4.899107 3.717864 2.847531 2.099614 1.340032 12.548381 8.232905 7.592894 6.769941 5.568735 4.377411 3.10068 2.248753 1.59483 1.015794 .574126 12 1 50 1 3 2.061061 .117851 5.780354 .083333 .159224 1.470333 .117851 3.820769 .083333 .110613 -.659374 -.410357 2.873941 4.575647 4.376262 4.320179 3.500059 2.791087 2.236395 1.698725 1.078659 -4.805402 -3.460783 -.267591 1.500383 2.046695 2.031275 1.543762 1.220007 .918422 .573582 .286948 27.7666 14.583333 5 2.066327 13.741649 4.54614 1.839596 2.974831 -2.346036 -2.214036 88.285713 14.832347 46.25 121.047989 20.177547 4.919847 213.834351 33.050854 7.46169 10 2 5 1 1 826 56 76 17077 4 2 1 0 629.114929 2.995785 6196.319824 7.501597 1.322219 168.725721 27.7666 0 6.580102 .817539 1.158854 3 0 3 6 7.676861 0 29.946545 5.991004 2.624319 10.376601 .540522 -.140678 2.624319 0 0 0 0 0 0 0 0 0 0 4 8 8 1 0 3 1 3 9 1 5 2 0 0 0 0 1 3 6 0 0 2 0 0 9 2 10 0 0 0 0 0 16 3 0 13 0 0 24 18 0 3 0 0 3 0 0 0 2 0 9 2 1 6 0 2 4 0 4 0 1 0 0 0 0 3 0 0 0 0 7.6769 0 0 0 2.7554 0 6.0547 1.5656 2.7554 2.2732 6.3663 0 3.5354 1.5781 0 2.4556 0 .0949 0 0 0 0 29.9465 0 0 0 0 0 0 0 0 0 0 0 0 0
96 -1.53 1 16 16 1 1 14 3 194 220.354 16 16 18 19 20 23 18 15 14 13 12 11.63998 7.825698 6.035892 4.351355 3.00791 2.366825 1.349507 .773895 .503032 .322072 .21717 10.413467 6.605634 4.537767 3.005345 1.948845 1.316133 .758107 .455994 .278242 .161706 .102815 2 0 5 0 1 .492799 0 .841261 0 .083333 .192387 0 .305482 0 .027778 -.259515 -.088515 .793252 .894248 .740142 .888271 .3924 .159618 .112867 .077434 .066282 -2.203018 -1.775863 -1.007219 -.6457 -.44202 -.239538 -.246512 -.186915 -.12866 -.092286 -.052933 18.061798 14.0625 9.074074 7.058172 13.245876 8.345661 6.401627 6.9091 -.348462 -.197142 12.125 4.515618 31.333334 52.232094 13.925517 4.806658 31.582325 7.946221 2.641284 13 2 7 2 0 594 19 36 1178 2 0 1 0 413.785034 3.448209 3928.179443 6.613097 1.128862 68.425497 18.061798 .0625 6.431869 1.088728 1.557718 1 0 1 6 2.509227 0 9.148737 9.292683 2.509227 9.148737 .334927 .364181 2.509227 0 0 0 0 0 0 0 0 0 0 2 12 2 0 1 1 0 9 5 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 13 0 2 0 0 0 0 0 10 0 0 0 0 0 24 15 0 1 0 0 1 0 0 0 4 0 8 1 1 8 0 4 0 0 2 0 0 0 0 0 0 1 0 0 0 0 2.5092 0 0 0 4.8339 0 3.5087 .628 4.8339 2.2548 10.6371 0 7.5893 0 0 1.7034 0 0 0 0 0 0 9.1487 0 0 0 0 0 0 0 0 0 0 0 0 0
97 1.82 1 21 24 4 10 21 3 1854 288.386 21 24 38 57 77 102 123 153 184 205 200 14.775656 10.020693 9.775903 9.428109 7.664042 6.296156 4.838924 3.784757 2.871392 2.067418 1.329224 12.548381 8.238889 7.554233 6.811899 5.609333 4.350496 3.087383 2.264123 1.605196 1.00862 .571381 12 1 52 1 3 1.987225 .117851 5.875145 .083333 .159224 1.448011 .117851 3.854347 .083333 .110613 -.659373 -.393521 2.765495 4.721002 4.512392 4.192602 3.439875 2.85798 2.260256 1.66653 1.06785 -4.805402 -3.4548 -.306252 1.542341 2.087294 2.004361 1.530465 1.235377 .928788 .566408 .284202 27.7666 14.583333 5 1.99446 13.741649 4.54614 1.774598 2.974831 -2.327687 -2.244109 88.285713 14.940187 46.25 127.382973 21.020641 5.10262 214.344818 33.244457 7.53315 10 2 5 2 1 822 57 76 17071 4 2 1 0 627.50708 2.988129 6166.16748 7.50142 1.322219 169.223037 27.7666 0 6.580102 .817539 1.158854 3 0 3 6 7.687723 0 30.214661 5.932023 2.635182 10.376601 .540522 -.140678 2.635182 0 0 0 0 0 0 0 0 0 0 4 8 8 1 0 3 1 4 7 1 6 2 0 0 0 0 0 3 6 0 0 2 0 0 6 3 8 0 0 0 0 0 18 3 0 14 0 0 24 18 0 3 0 0 3 0 0 0 2 0 9 2 1 6 0 2 4 0 4 0 1 0 0 0 0 3 0 0 0 0 7.6877 0 0 0 2.6489 0 6.0782 1.6073 2.6489 2.2732 6.1571 0 3.642 1.5781 0 2.2901 0 .0949 0 0 0 0 30.2147 0 0 0 0 0 0 0 0 0 0 0 0 0
98 1.14 1 24 27 4 10 24 3 2409 326.435 24 27 43 65 91 125 154 190 225 253 252 17.112518 11.4318 11.010015 10.41936 8.733857 7.447348 5.784609 4.433359 3.278751 2.410188 1.537175 14.45701 8.980628 8.156955 7.3584 6.087528 4.825455 3.483737 2.517187 1.704005 1.103609 .632359 15 2 65 1 3 2.47899 .227062 6.956551 .072169 .162881 1.636019 .141591 4.428308 .072169 .105007 -.443831 -.482414 2.938946 4.962253 5.051877 4.968794 4.120395 3.319082 2.535032 1.91555 1.20951 -5.140855 -4.307094 -.835793 1.284598 1.994246 2.073583 1.638642 1.283766 .882231 .558156 .271858 33.125076 17.415638 6.020552 2.40568 16.145947 5.326973 2.07067 3.583709 -2.881489 -2.68888 100.375 17.761532 52.333332 214.92305 35.222958 8.788475 271.74292 40.90057 9.045312 11 2 6 4 0 1148 65 86 22959 5 2 2 1 844.66571 3.060383 9079.458984 7.908937 1.380212 202.941681 33.125076 -0 7.746521 .86857 1.241775 2 0 3 8 5.15635 0 26.794369 17.102726 2.583354 11.064953 .651013 -1.019197 2.583354 0 0 0 0 0 0 0 0 0 0 5 10 7 2 2 1 2 3 9 3 5 1 1 0 0 0 4 1 6 1 0 2 1 0 9 1 8 3 0 1 0 0 16 3 0 9 3 1 26 21 0 3 0 0 2 0 0 0 3 0 9 2 2 5 0 3 4 0 3 0 2 0 0 0 0 2 0 1 0 0 5.1563 0 0 0 3.9983 0 7.1078 1.7265 3.9983 3.9336 4.5095 0 5.7551 1.292 0 2.8941 0 -1.2989 0 0 0 0 20.8776 0 5.9167 0 0 0 0 0 0 0 0 0 0 0
